,VenueNames,VenueIds,VenueCategories,VenueLatitudes,VenueLongitudes,NeighborhoodNames,NeighborhoodLatitudes,NeighborhoodLongitudes
5599,Kainoosh,4d15caee6c8b548109a1e0cc,Asian Restaurant,28.54263074146378,77.15688562351326,Vasant Vihar,28.564940000000004,77.16131
5600,Vasant Vihar Club,4b9bb823f964a520a11d36e3,Gym,28.563927776198813,77.15619669705276,Vasant Vihar,28.564940000000004,77.16131
5601,Hyatt Regency Delhi,52cc447f11d230fd22170cd1,Hotel,28.56926384055463,77.18529023343591,Vasant Vihar,28.564940000000004,77.16131
5602,PVR Director's Cut,4f48e087e4b0291e48c90c03,Movie Theater,28.540773094778803,77.15449924272153,Vasant Vihar,28.564940000000004,77.16131
5603,DLF Promenade,4cd29e7c2b52a09338b41f39,Shopping Mall,28.542311335460592,77.15630114078522,Vasant Vihar,28.564940000000004,77.16131
5604,Alkakori Alkauser Mughlai Food,4c07c0cd3f200f4770f908d1,Indian Restaurant,28.56511762032796,77.16720141315803,Vasant Vihar,28.564940000000004,77.16131
5605,Smoke House Deli,4bfe55e283bbd13ad82a63c5,Deli / Bodega,28.542865736349107,77.15621307309048,Vasant Vihar,28.564940000000004,77.16131
5606,Ambience Mall,4c6d35ba6af58cfab8bf8817,Shopping Mall,28.54101219128812,77.15512759069266,Vasant Vihar,28.564940000000004,77.16131
5607,DLF Emporio Mall,4bfa1475633d9c7402ff0743,Shopping Mall,28.549921668605236,77.16264724731445,Vasant Vihar,28.564940000000004,77.16131
5608,Yo! China,4c8618d047cc224b3929a69f,Chinese Restaurant,28.557967463265673,77.16426958310775,Vasant Vihar,28.564940000000004,77.16131
5609,Sartoria,4bc9e9870687ef3b23bddacc,Italian Restaurant,28.558936931298675,77.16418175670036,Vasant Vihar,28.564940000000004,77.16131
5610,The China Kitchen,4bf181fd1f17ef3b05f69bc8,Chinese Restaurant,28.568618904703033,77.18526828671202,Vasant Vihar,28.564940000000004,77.16131
5611,"Udupi Restaurant, Munirka",4c5020d4371520a16b9dc7c0,Indian Restaurant,28.555178217876858,77.17624665353118,Vasant Vihar,28.564940000000004,77.16131
5612,SET'Z,4cc45ba906c25481e4339647,Chinese Restaurant,28.5430969798313,77.15666646479718,Vasant Vihar,28.564940000000004,77.16131
5613,Chilis,4cf0d84888de37046d7a6e2b,Tex-Mex Restaurant,28.541126817224736,77.15495550287413,Vasant Vihar,28.564940000000004,77.16131
5614,Nando's,509e3826e4b0912bf2b8b663,Portuguese Restaurant,28.54271854248326,77.15694732083217,Vasant Vihar,28.564940000000004,77.16131
5615,Jamies Italian,56446528498e8b523b385839,Italian Restaurant,28.54113260044949,77.15525956462774,Vasant Vihar,28.564940000000004,77.16131
5616,Keya,4c49cc6c1b430f4755ef08c4,Lounge,28.542841885822984,77.15688409553573,Vasant Vihar,28.564940000000004,77.16131
5617,Taco Bell,5571e69a498e907e670d157b,Fast Food Restaurant,28.541303446460205,77.15519646144145,Vasant Vihar,28.564940000000004,77.16131
5618,Punjabi By Nature,51a0a3e7498e3b4c57c7ebc2,Indian Restaurant,28.540890823440588,77.15518970153022,Vasant Vihar,28.564940000000004,77.16131
5619,La Piazza,4b7fe9aaf964a520f94330e3,Italian Restaurant,28.56867033886882,77.18526798156412,Vasant Vihar,28.564940000000004,77.16131
5620,Starbucks Coffee : A Tata Alliance,515abcc6e4b0d8e062eac84a,Coffee Shop,28.54122727577347,77.15507808540538,Vasant Vihar,28.564940000000004,77.16131
5621,"STARBUCKS , Sangam Courtyard",561ea79f498e759c5cebedd7,Coffee Shop,28.5725595948681,77.17359536318172,Vasant Vihar,28.564940000000004,77.16131
5622,"TK's Oriental Grill, Hyatt Regency Hotel",4bb8a6927421a593c2f1c140,Asian Restaurant,28.568649815937782,77.18527588242887,Vasant Vihar,28.564940000000004,77.16131
5623,McDonald's,4d4519741928a35d6838c070,Fast Food Restaurant,28.557372192605847,77.16352104853003,Vasant Vihar,28.564940000000004,77.16131
5624,Underdoggs Sports Bar & Grill,4dc43ed9e4cd169dc62e405d,Sports Bar,28.541331523893287,77.1539191564172,Vasant Vihar,28.564940000000004,77.16131
5625,Karnataka Food Centre,4d2a0452ec272d43c7b5374c,South Indian Restaurant,28.57811342788601,77.17501303798868,Vasant Vihar,28.564940000000004,77.16131
5626,Cinnabon,4dbacd8ef7b144689001ad98,Bakery,28.542582707143804,77.1559686896937,Vasant Vihar,28.564940000000004,77.16131
5627,Turquoise Cottage,4bb8af803db7b713197c219a,Pub,28.557387244099225,77.16348380957866,Vasant Vihar,28.564940000000004,77.16131
5628,DT Cinemas,4bbf6304b083a5937755a3e9,Multiplex,28.542777940740443,77.15559911469201,Vasant Vihar,28.564940000000004,77.16131
5629,"Big Bazaar, Ambience Mall",4d9875f0a2c65481be77f153,Department Store,28.540983242468076,77.15500525886631,Vasant Vihar,28.564940000000004,77.16131
5630,Chilli's,4e46a5bfc65bd6ffbe941fa8,Mexican Restaurant,28.541839350357133,77.15617535256331,Vasant Vihar,28.564940000000004,77.16131
5631,Mocha Arthouse,4dcacbcd887769ff3d57805f,Café,28.543017088549085,77.15609774451006,Vasant Vihar,28.564940000000004,77.16131
5632,KFC,4c922da6ae45224b13e2ed97,Fast Food Restaurant,28.55747664357695,77.16408898760389,Vasant Vihar,28.564940000000004,77.16131
5633,Starbucks,5589842b498e71a373ea84a7,Coffee Shop,28.57484942381134,77.17374398111426,Vasant Vihar,28.564940000000004,77.16131
5634,Sassi Dhaba,4f2ffb28e5e8b5c1bac43d39,Fast Food Restaurant,28.55037709305534,77.18386620283127,Vasant Vihar,28.564940000000004,77.16131
5635,Dunkin' Donuts,52f5e471498ea44f8b02b569,Donut Shop,28.557533257995065,77.16416294618206,Vasant Vihar,28.564940000000004,77.16131
5636,Starbucks,5555ebfc498ed9dd7348ec26,Coffee Shop,28.542394661384705,77.15556326994017,Vasant Vihar,28.564940000000004,77.16131
5637,Mamagoto,501e81bfe4b05ddc7d849db8,Asian Restaurant,28.542018273739213,77.15586826509939,Vasant Vihar,28.564940000000004,77.16131
5638,Johnny Rockets,547067cf498ec7371131e13b,Burger Joint,28.542687613241686,77.15634505341764,Vasant Vihar,28.564940000000004,77.16131
5639,Jaypee Vasant Continental,4bcf764e0ffdce720482b2c0,Hotel,28.556412862015613,77.16424219781567,Vasant Vihar,28.564940000000004,77.16131
5640,Zara | जा़रा,4d874b038de9721ef4576a51,Clothing Store,28.64246808621033,77.10653617124635,Ashok Nagar,28.63462,77.10181
5641,PVR Cinemas,4db3f83c6a23c31a030dae66,Multiplex,28.642439020761362,77.10650038448208,Ashok Nagar,28.63462,77.10181
5642,Manjeet Chicken,4d29ded76e27a14371db2824,Fried Chicken Joint,28.631451808276633,77.09793841882282,Ashok Nagar,28.63462,77.10181
5643,Pacific Mall,4e195ee662e12640d87ec2a0,Shopping Mall,28.642333976274138,77.10650390377636,Ashok Nagar,28.63462,77.10181
5644,Pirates of The Grill,4e342f6088772aabd8b494dd,BBQ Joint,28.64437068780949,77.11167380352475,Ashok Nagar,28.63462,77.10181
5645,Haldiram's,4faf7acce4b09cca61ebfc23,Indian Restaurant,28.6424586594383,77.1065022497266,Ashok Nagar,28.63462,77.10181
5646,Shiv Murti,4c1650247f7f2d7f39c1e368,Sculpture Garden,28.63638844931407,77.11105120819529,Ashok Nagar,28.63462,77.10181
5647,Carl's Jr.,56752d6d498e807e1de52cb9,Fast Food Restaurant,28.64223988792683,77.10642659451979,Ashok Nagar,28.63462,77.10181
5648,Barbeque Nation,4bdd4afacd51b71381e73af1,BBQ Joint,28.631140530233587,77.08235938006811,Ashok Nagar,28.63462,77.10181
5649,Starbucks,5516b6bf498e009720e0a910,Coffee Shop,28.642140194894882,77.10662155044157,Ashok Nagar,28.63462,77.10181
5650,Main Market Rajouri Garden,4d84aefef9f3a1cdc475ba64,Market,28.645728604671543,77.12126068889171,Ashok Nagar,28.63462,77.10181
5651,Anjlika Pastry Shop,4e5a25b3185036bc29ef9fde,Bakery,28.642520980882544,77.12329387664795,Ashok Nagar,28.63462,77.10181
5652,Om Sweets,51fbcad4498ec595015697d7,Indian Restaurant,28.62791929282436,77.10020022282467,Ashok Nagar,28.63462,77.10181
5653,Mad Over Donuts,4d45924a1928a35d3665c470,Donut Shop,28.64233575995254,77.10649583072777,Ashok Nagar,28.63462,77.10181
5654,Gloria Jean's Coffees,4d401304cb84b60c5aa982ab,Café,28.642222516770108,77.10666720344585,Ashok Nagar,28.63462,77.10181
5655,Lifestyle Store,4e199869d22d5122588e18b0,Shopping Mall,28.642456716012106,77.10651248983024,Ashok Nagar,28.63462,77.10181
5656,T.G.I. Friday's,4bb37ec4715eef3bdc6686bb,American Restaurant,28.65309349836605,77.12315466196104,Ashok Nagar,28.63462,77.10181
5657,Mad Over Donuts,4c7216656b91b7131299f120,Donut Shop,28.6454398758967,77.09256649017334,Ashok Nagar,28.63462,77.10181
5658,Dunkin' Donuts,584ff9a3e9233e01d8b79ea4,Donut Shop,28.642628,77.10658,Ashok Nagar,28.63462,77.10181
5659,Domino's Pizza,4fa00382e4b008751dcf7687,Pizza Place,28.628443662933357,77.09825457146016,Ashok Nagar,28.63462,77.10181
5660,Pirates Of Grill,4e94717077c82b6a71f10b03,BBQ Joint,28.647457664213135,77.1182942511344,Ashok Nagar,28.63462,77.10181
5661,Spaghetti Kitchen,4d8e10d3788c54816f9e2ffd,Italian Restaurant,28.642186662979878,77.10660453958414,Ashok Nagar,28.63462,77.10181
5662,PVR Premiere,5340376e11d293f558bf3b95,Multiplex,28.642450976245378,77.10660880282632,Ashok Nagar,28.63462,77.10181
5663,Cocoa,4ddb9feb7d8b771c0b0267a5,Restaurant,28.642321947670553,77.10677785902901,Ashok Nagar,28.63462,77.10181
5664,The California Boulevard,5246ba4511d259d9edecb51f,Diner,28.647734971643725,77.12004976458275,Ashok Nagar,28.63462,77.10181
5665,Costa Coffee,4ee0cc7fe5fa0be346b11639,Coffee Shop,28.642346058969466,77.10641535587305,Ashok Nagar,28.63462,77.10181
5666,Salt Food Court,4db4077af7b121c29f433ad8,Food Court,28.64247688550462,77.10656411173467,Ashok Nagar,28.63462,77.10181
5667,AMPM Cafè and Bar,5384be95498e49f2a50974fb,Café,28.647697136503293,77.1199503622103,Ashok Nagar,28.63462,77.10181
5668,KFC,4dbbc3d4815439392f951e94,Fast Food Restaurant,28.64247785090306,77.10656089623558,Ashok Nagar,28.63462,77.10181
5669,Pind Balluchi,4dee86e8e4cd032b18a4d32b,Indian Restaurant,28.647641867628284,77.12035608652683,Ashok Nagar,28.63462,77.10181
5670,Gianis Ice Cream,4c2385259a67a593fc28de87,Ice Cream Shop,28.628432003881823,77.09823944983255,Ashok Nagar,28.63462,77.10181
5671,Aanch,4fb7925de4b0363b12083345,Hookah Bar,28.65105433651816,77.12133934964366,Ashok Nagar,28.63462,77.10181
5672,Bikanerwala,4da087984977236a3f7fc596,Indian Restaurant,28.648670512180882,77.12272854612813,Ashok Nagar,28.63462,77.10181
5673,Cafe Coffee Day,4d78e68d71a68cfae0180d86,Café,28.62238761614666,77.08835348979761,Ashok Nagar,28.63462,77.10181
5674,Barista,4c051d62f56c2d7f0b221f66,Coffee Shop,28.634517265687297,77.08393033490213,Ashok Nagar,28.63462,77.10181
5675,Cafe Coffee Day,4bdb9658c79cc92897ad83e9,Café,28.627019959170966,77.09197798880162,Ashok Nagar,28.63462,77.10181
5676,McDonald's,4d791545930ef04ddeeec04f,Fast Food Restaurant,28.649892855335075,77.12079131649215,Ashok Nagar,28.63462,77.10181
5677,Over The Top,4fde172ae4b019d6077664da,Restaurant,28.63199591501586,77.0844811305366,Ashok Nagar,28.63462,77.10181
5678,Berco's,4c6d244746353704142a08bc,Chinese Restaurant,28.630342424976718,77.08124707954654,Ashok Nagar,28.63462,77.10181
5679,Om Sweets,4d45566f3616b60c22a8edc2,Indian Restaurant,28.62845757277508,77.09827869579124,Ashok Nagar,28.63462,77.10181
5680,Domino's Pizza,4db98fcd6e818f67a9c16506,Pizza Place,28.63,77.08,Ashok Nagar,28.63462,77.10181
5681,Cafe Coffee day,4c14ace37f7f2d7f3541e168,Café,28.650191530337402,77.12334869290608,Ashok Nagar,28.63462,77.10181
5682,Eternity Hotel,4f5540dbe4b0fd69574fbf6d,Hotel,28.654049166854715,77.11732758535626,Ashok Nagar,28.63462,77.10181
5683,Cafe Coffee Day,4f361bb0e4b0d408a3055f05,Coffee Shop,28.629794395711727,77.07977118434381,Ashok Nagar,28.63462,77.10181
5684,Domino's Pizza,4fd47877e4b0a071e1a700d4,Pizza Place,28.638,77.075,Ashok Nagar,28.63462,77.10181
5685,Domino's Pizza,5082870ee4b07dd17bc58bf1,Pizza Place,28.65,77.124,Ashok Nagar,28.63462,77.10181
5686,Tummy Section,4df8c5f8aeb70af3f277ae1d,Clothing Store,28.637393383633043,77.10084647680124,Ashok Nagar,28.63462,77.10181
5687,Subway,4d355a598c42a1cdb3c0025e,Sandwich Place,28.63002564795519,77.0795407407143,Ashok Nagar,28.63462,77.10181
5688,Kadimi,4c7bd41a794e224bcb626c28,Indian Sweet Shop,28.62849270812976,77.09823099990575,Ashok Nagar,28.63462,77.10181
5689,Celio,4dc2c365d4c07da169ff9445,Clothing Store,28.633257524240953,77.08733623479273,Ashok Nagar,28.63462,77.10181
5690,T.G.I. Friday's,4bb37ec4715eef3bdc6686bb,American Restaurant,28.65309349836605,77.12315466196104,Bali Nagar,28.652890000000006,77.12947
5691,Main Market Rajouri Garden,4d84aefef9f3a1cdc475ba64,Market,28.645728604671543,77.12126068889171,Bali Nagar,28.652890000000006,77.12947
5692,Anjlika Pastry Shop,4e5a25b3185036bc29ef9fde,Bakery,28.642520980882544,77.12329387664795,Bali Nagar,28.652890000000006,77.12947
5693,Dunkin' Donuts,50968831e4b075af19f53e2c,Donut Shop,28.666257887024898,77.12628851504051,Bali Nagar,28.652890000000006,77.12947
5694,Zara | जा़रा,4d874b038de9721ef4576a51,Clothing Store,28.64246808621033,77.10653617124635,Bali Nagar,28.652890000000006,77.12947
5695,Pirates of The Grill,4e342f6088772aabd8b494dd,BBQ Joint,28.64437068780949,77.11167380352475,Bali Nagar,28.652890000000006,77.12947
5696,Starbucks,51fbbb77498eb6703d5594b4,Coffee Shop,28.66632137796053,77.12532303187295,Bali Nagar,28.652890000000006,77.12947
5697,Giani's,4ea4300377c8d0ce5eaabb59,Ice Cream Shop,28.665897049299637,77.11155973618405,Bali Nagar,28.652890000000006,77.12947
5698,PVR Cinemas,4db3f83c6a23c31a030dae66,Multiplex,28.642439020761362,77.10650038448208,Bali Nagar,28.652890000000006,77.12947
5699,Bikanervala Naraina,4d661b67c8dbec4a657eebcc,Indian Restaurant,28.630710661779542,77.13812202083017,Bali Nagar,28.652890000000006,77.12947
5700,The California Boulevard,5246ba4511d259d9edecb51f,Diner,28.647734971643725,77.12004976458275,Bali Nagar,28.652890000000006,77.12947
5701,Pirates Of Grill,4e94717077c82b6a71f10b03,BBQ Joint,28.647457664213135,77.1182942511344,Bali Nagar,28.652890000000006,77.12947
5702,Aanch,4fb7925de4b0363b12083345,Hookah Bar,28.65105433651816,77.12133934964366,Bali Nagar,28.652890000000006,77.12947
5703,Haldiram's,4caf36a939458cfa9e80f89f,Vegetarian / Vegan Restaurant,28.66633602369953,77.14656992314491,Bali Nagar,28.652890000000006,77.12947
5704,Bikanerwala,4da087984977236a3f7fc596,Indian Restaurant,28.648670512180882,77.12272854612813,Bali Nagar,28.652890000000006,77.12947
5705,Pacific Mall,4e195ee662e12640d87ec2a0,Shopping Mall,28.642333976274138,77.10650390377636,Bali Nagar,28.652890000000006,77.12947
5706,Haldiram's,4faf7acce4b09cca61ebfc23,Indian Restaurant,28.6424586594383,77.1065022497266,Bali Nagar,28.652890000000006,77.12947
5707,Dunkin' Donuts,5220c7ec11d2731ed59c6c43,Donut Shop,28.65707193648531,77.14668788925331,Bali Nagar,28.652890000000006,77.12947
5708,AMPM Cafè and Bar,5384be95498e49f2a50974fb,Café,28.647697136503293,77.1199503622103,Bali Nagar,28.652890000000006,77.12947
5709,Pind Balluchi,4dee86e8e4cd032b18a4d32b,Indian Restaurant,28.647641867628284,77.12035608652683,Bali Nagar,28.652890000000006,77.12947
5710,Shiv Murti,4c1650247f7f2d7f39c1e368,Sculpture Garden,28.63638844931407,77.11105120819529,Bali Nagar,28.652890000000006,77.12947
5711,PUNJABI BAGH CLUB,4ed0e440722e01c582e3c342,Garden Center,28.665349928676275,77.13123333592623,Bali Nagar,28.652890000000006,77.12947
5712,McDonald's,4d791545930ef04ddeeec04f,Fast Food Restaurant,28.649892855335075,77.12079131649215,Bali Nagar,28.652890000000006,77.12947
5713,The Beer Cafe,501d0de9e4b0b4a5c9c19ddb,Sports Bar,28.656938531628764,77.14668410940664,Bali Nagar,28.652890000000006,77.12947
5714,Carl's Jr.,56752d6d498e807e1de52cb9,Fast Food Restaurant,28.64223988792683,77.10642659451979,Bali Nagar,28.652890000000006,77.12947
5715,Haldirams,51273a26e4b02cfa7c7f5319,Indian Restaurant,28.661252432287558,77.15007571367721,Bali Nagar,28.652890000000006,77.12947
5716,Cafe Coffee day,4c14ace37f7f2d7f3541e168,Café,28.650191530337402,77.12334869290608,Bali Nagar,28.652890000000006,77.12947
5717,Starbucks,5516b6bf498e009720e0a910,Coffee Shop,28.642140194894882,77.10662155044157,Bali Nagar,28.652890000000006,77.12947
5718,Subway,4fbf6676e4b0d1cc9d4059ac,Sandwich Place,28.670817495742675,77.1340704721884,Bali Nagar,28.652890000000006,77.12947
5719,Khan Chacha,530d8743498e8016afa79e47,Indian Restaurant,28.66615069669746,77.12730056038713,Bali Nagar,28.652890000000006,77.12947
5720,Mad Over Donuts,4d45924a1928a35d3665c470,Donut Shop,28.64233575995254,77.10649583072777,Bali Nagar,28.652890000000006,77.12947
5721,Domino's Pizza,5267ddd611d24bb9ec8f02c8,Pizza Place,28.65485869320488,77.13745809314699,Bali Nagar,28.652890000000006,77.12947
5722,Domino's Pizza,5082870ee4b07dd17bc58bf1,Pizza Place,28.65,77.124,Bali Nagar,28.652890000000006,77.12947
5723,Moments Mall,4eedfcaba69d8afe6b93f14d,Shopping Mall,28.657001894187555,77.14669456866473,Bali Nagar,28.652890000000006,77.12947
5724,kirti nagar timber market,4fdc4db9e4b0d60dd85dbaf4,Furniture / Home Store,28.638298831827516,77.1322895450217,Bali Nagar,28.652890000000006,77.12947
5725,Gloria Jean's Coffees,4d401304cb84b60c5aa982ab,Café,28.642222516770108,77.10666720344585,Bali Nagar,28.652890000000006,77.12947
5726,Lifestyle Store,4e199869d22d5122588e18b0,Shopping Mall,28.642456716012106,77.10651248983024,Bali Nagar,28.652890000000006,77.12947
5727,Domino's Pizza,4dc16e4945dd472e9b772e33,Pizza Place,28.665876538863454,77.11157900162246,Bali Nagar,28.652890000000006,77.12947
5728,the backyard cafe,52addf3011d24165121775f1,Bar,28.666944148961655,77.11979677230818,Bali Nagar,28.652890000000006,77.12947
5729,Eternity Hotel,4f5540dbe4b0fd69574fbf6d,Hotel,28.654049166854715,77.11732758535626,Bali Nagar,28.652890000000006,77.12947
5730,McDonald's,4d4f94f59ffc236abc7210a7,Fast Food Restaurant,28.66655344978328,77.13485699308306,Bali Nagar,28.652890000000006,77.12947
5731,Kirti Nagar Furniture Market,4ce28e1778ddf04d9c5fb198,Furniture / Home Store,28.64517217684013,77.13858166096182,Bali Nagar,28.652890000000006,77.12947
5732,Cafe Coffee Day,4c6d336d1585ef3ba47f099e,Café,28.649834123094454,77.12154099560865,Bali Nagar,28.652890000000006,77.12947
5733,KFC,4fb7a350e4b0f61106479a15,Fast Food Restaurant,28.657266855570242,77.14668227182223,Bali Nagar,28.652890000000006,77.12947
5734,Dunkin' Donuts,584ff9a3e9233e01d8b79ea4,Donut Shop,28.642628,77.10658,Bali Nagar,28.652890000000006,77.12947
5735,Wok In the Clouds,4d578f2a8147f04de72b9854,Pub,28.647384257623433,77.1193295511815,Bali Nagar,28.652890000000006,77.12947
5736,"Kfc, Rajouri Garden",4e0f15afe4cd27fc7d35b117,Fast Food Restaurant,28.650037822309894,77.12398569193971,Bali Nagar,28.652890000000006,77.12947
5737,Subway,501e52cde4b099ff7781306a,Sandwich Place,28.632779632939204,77.13880075545356,Bali Nagar,28.652890000000006,77.12947
5738,McDonald's,4d5764cbe319a1cd65210434,Fast Food Restaurant,28.649929761886597,77.1209442615509,Bali Nagar,28.652890000000006,77.12947
5739,Wave Cinemas,4bd51c705631c9b64ab7a330,Multiplex,28.651909317665524,77.12083699868703,Bali Nagar,28.652890000000006,77.12947
5740,Costa Coffee,4efd6a8593adc824566abe9a,Café,28.72594864156771,77.14428597935034,Dhaula Kuan,28.75241,77.14865999999998
5741,Domino's Pizza,4e75d996b993a71aa4095585,Pizza Place,28.737316401533327,77.13089062777719,Dhaula Kuan,28.75241,77.14865999999998
5742,Mohan Vilaas,4fec814ee4b077758467be8c,Plaza,28.767691066530304,77.14619917175877,Dhaula Kuan,28.75241,77.14865999999998
5743,Mukarba Chowk Bus Stop,4e7210021495e4ca14224864,Bus Station,28.733033370179545,77.1542430944703,Dhaula Kuan,28.75241,77.14865999999998
5744,Premier Inn,4e15d65d62e1c2c0192fd2a7,Hotel,28.72584299763118,77.14437139867285,Dhaula Kuan,28.75241,77.14865999999998
5745,Zara | जा़रा,4d874b038de9721ef4576a51,Clothing Store,28.64246808621033,77.10653617124635,Fateh Nagar,28.63147,77.10316
5746,PVR Cinemas,4db3f83c6a23c31a030dae66,Multiplex,28.642439020761362,77.10650038448208,Fateh Nagar,28.63147,77.10316
5747,Manjeet Chicken,4d29ded76e27a14371db2824,Fried Chicken Joint,28.631451808276633,77.09793841882282,Fateh Nagar,28.63147,77.10316
5748,Pirates of The Grill,4e342f6088772aabd8b494dd,BBQ Joint,28.64437068780949,77.11167380352475,Fateh Nagar,28.63147,77.10316
5749,Pacific Mall,4e195ee662e12640d87ec2a0,Shopping Mall,28.642333976274138,77.10650390377636,Fateh Nagar,28.63147,77.10316
5750,Shiv Murti,4c1650247f7f2d7f39c1e368,Sculpture Garden,28.63638844931407,77.11105120819529,Fateh Nagar,28.63147,77.10316
5751,Haldiram's,4faf7acce4b09cca61ebfc23,Indian Restaurant,28.6424586594383,77.1065022497266,Fateh Nagar,28.63147,77.10316
5752,Om Sweets,51fbcad4498ec595015697d7,Indian Restaurant,28.62791929282436,77.10020022282467,Fateh Nagar,28.63147,77.10316
5753,Barbeque Nation,4bdd4afacd51b71381e73af1,BBQ Joint,28.631140530233587,77.08235938006811,Fateh Nagar,28.63147,77.10316
5754,Anjlika Pastry Shop,4e5a25b3185036bc29ef9fde,Bakery,28.642520980882544,77.12329387664795,Fateh Nagar,28.63147,77.10316
5755,Carl's Jr.,56752d6d498e807e1de52cb9,Fast Food Restaurant,28.64223988792683,77.10642659451979,Fateh Nagar,28.63147,77.10316
5756,Main Market Rajouri Garden,4d84aefef9f3a1cdc475ba64,Market,28.645728604671543,77.12126068889171,Fateh Nagar,28.63147,77.10316
5757,Starbucks,5516b6bf498e009720e0a910,Coffee Shop,28.642140194894882,77.10662155044157,Fateh Nagar,28.63147,77.10316
5758,Mad Over Donuts,4d45924a1928a35d3665c470,Donut Shop,28.64233575995254,77.10649583072777,Fateh Nagar,28.63147,77.10316
5759,Gloria Jean's Coffees,4d401304cb84b60c5aa982ab,Café,28.642222516770108,77.10666720344585,Fateh Nagar,28.63147,77.10316
5760,Lifestyle Store,4e199869d22d5122588e18b0,Shopping Mall,28.642456716012106,77.10651248983024,Fateh Nagar,28.63147,77.10316
5761,Mad Over Donuts,4c7216656b91b7131299f120,Donut Shop,28.6454398758967,77.09256649017334,Fateh Nagar,28.63147,77.10316
5762,Domino's Pizza,4fa00382e4b008751dcf7687,Pizza Place,28.628443662933357,77.09825457146016,Fateh Nagar,28.63147,77.10316
5763,Dunkin' Donuts,584ff9a3e9233e01d8b79ea4,Donut Shop,28.642628,77.10658,Fateh Nagar,28.63147,77.10316
5764,Pirates Of Grill,4e94717077c82b6a71f10b03,BBQ Joint,28.647457664213135,77.1182942511344,Fateh Nagar,28.63147,77.10316
5765,Spaghetti Kitchen,4d8e10d3788c54816f9e2ffd,Italian Restaurant,28.642186662979878,77.10660453958414,Fateh Nagar,28.63147,77.10316
5766,PVR Premiere,5340376e11d293f558bf3b95,Multiplex,28.642450976245378,77.10660880282632,Fateh Nagar,28.63147,77.10316
5767,The California Boulevard,5246ba4511d259d9edecb51f,Diner,28.647734971643725,77.12004976458275,Fateh Nagar,28.63147,77.10316
5768,Cocoa,4ddb9feb7d8b771c0b0267a5,Restaurant,28.642321947670553,77.10677785902901,Fateh Nagar,28.63147,77.10316
5769,Gianis Ice Cream,4c2385259a67a593fc28de87,Ice Cream Shop,28.628432003881823,77.09823944983255,Fateh Nagar,28.63147,77.10316
5770,AMPM Cafè and Bar,5384be95498e49f2a50974fb,Café,28.647697136503293,77.1199503622103,Fateh Nagar,28.63147,77.10316
5771,Costa Coffee,4ee0cc7fe5fa0be346b11639,Coffee Shop,28.642346058969466,77.10641535587305,Fateh Nagar,28.63147,77.10316
5772,Salt Food Court,4db4077af7b121c29f433ad8,Food Court,28.64247688550462,77.10656411173467,Fateh Nagar,28.63147,77.10316
5773,KFC,4dbbc3d4815439392f951e94,Fast Food Restaurant,28.64247785090306,77.10656089623558,Fateh Nagar,28.63147,77.10316
5774,Pind Balluchi,4dee86e8e4cd032b18a4d32b,Indian Restaurant,28.647641867628284,77.12035608652683,Fateh Nagar,28.63147,77.10316
5775,Cafe Coffee Day,4d78e68d71a68cfae0180d86,Café,28.62238761614666,77.08835348979761,Fateh Nagar,28.63147,77.10316
5776,Bikanerwala,4da087984977236a3f7fc596,Indian Restaurant,28.648670512180882,77.12272854612813,Fateh Nagar,28.63147,77.10316
5777,Aanch,4fb7925de4b0363b12083345,Hookah Bar,28.65105433651816,77.12133934964366,Fateh Nagar,28.63147,77.10316
5778,Cafe Coffee Day,4bdb9658c79cc92897ad83e9,Café,28.627019959170966,77.09197798880162,Fateh Nagar,28.63147,77.10316
5779,Barista,4c051d62f56c2d7f0b221f66,Coffee Shop,28.634517265687297,77.08393033490213,Fateh Nagar,28.63147,77.10316
5780,Over The Top,4fde172ae4b019d6077664da,Restaurant,28.63199591501586,77.0844811305366,Fateh Nagar,28.63147,77.10316
5781,McDonald's,4d791545930ef04ddeeec04f,Fast Food Restaurant,28.649892855335075,77.12079131649215,Fateh Nagar,28.63147,77.10316
5782,kirti nagar timber market,4fdc4db9e4b0d60dd85dbaf4,Furniture / Home Store,28.638298831827516,77.1322895450217,Fateh Nagar,28.63147,77.10316
5783,Om Sweets,4d45566f3616b60c22a8edc2,Indian Restaurant,28.62845757277508,77.09827869579124,Fateh Nagar,28.63147,77.10316
5784,Berco's,4c6d244746353704142a08bc,Chinese Restaurant,28.630342424976718,77.08124707954654,Fateh Nagar,28.63147,77.10316
5785,Domino's Pizza,4db98fcd6e818f67a9c16506,Pizza Place,28.63,77.08,Fateh Nagar,28.63147,77.10316
5786,Cafe Coffee day,4c14ace37f7f2d7f3541e168,Café,28.650191530337402,77.12334869290608,Fateh Nagar,28.63147,77.10316
5787,Cafe Coffee Day,4f361bb0e4b0d408a3055f05,Coffee Shop,28.629794395711727,77.07977118434381,Fateh Nagar,28.63147,77.10316
5788,Eternity Hotel,4f5540dbe4b0fd69574fbf6d,Hotel,28.654049166854715,77.11732758535626,Fateh Nagar,28.63147,77.10316
5789,Domino's Pizza,5082870ee4b07dd17bc58bf1,Pizza Place,28.65,77.124,Fateh Nagar,28.63147,77.10316
5790,Domino's Pizza,4fd47877e4b0a071e1a700d4,Pizza Place,28.638,77.075,Fateh Nagar,28.63147,77.10316
